"IRESTAURANT","SHIFTDATE","CREATETIME","STARTTIME","CLOSETIME","SHIFTLOADDATETIME","PROC_DATE"
"261","2023-04-20 00:00:00.000","2023-04-19 21:37:37.000","2023-04-20 12:04:37.000","2023-04-20 21:59:17.000","2023-04-20 22:01:25.000","2023-04-21 05:30:46.977"
"364","2023-04-20 00:00:00.000","2023-04-19 21:42:21.000","2023-04-20 11:38:52.000","2023-04-20 22:01:32.000","2023-04-20 22:03:08.000","2023-04-21 05:30:46.977"
"326","2023-04-20 00:00:00.000","2023-04-19 21:33:43.000","2023-04-20 12:21:14.000","2023-04-20 22:02:31.000","2023-04-20 22:07:44.000","2023-04-21 05:30:46.977"
"303","2023-04-20 00:00:00.000","2023-04-19 21:48:10.000","2023-04-20 11:55:30.000","2023-04-20 22:02:17.000","2023-04-20 22:05:16.000","2023-04-21 05:30:46.977"
"103","2023-04-20 00:00:00.000","2023-04-19 21:56:44.000","2023-04-20 12:26:53.000","2023-04-20 22:09:04.000","2023-04-20 22:12:07.000","2023-04-21 05:30:46.977"
"103","2023-04-20 00:00:00.000","2023-04-20 22:09:06.000","1899-12-30 00:00:00.000","1899-12-30 00:00:00.000","1899-12-30 00:00:00.000","2023-04-21 05:30:46.977"
"250","2023-04-20 00:00:00.000","2023-04-19 21:45:09.000","2023-04-20 11:39:56.000","2023-04-20 21:41:47.000","2023-04-20 21:49:37.000","2023-04-21 05:30:46.977"
"286","2023-04-20 00:00:00.000","2023-04-19 21:30:47.000","2023-04-20 15:54:00.000","2023-04-20 21:33:40.000","2023-04-20 21:46:40.000","2023-04-21 05:30:46.977"
"47","2023-04-20 00:00:00.000","2023-04-20 09:44:55.000","2023-04-20 14:40:38.000","2023-04-20 21:31:09.000","2023-04-20 21:46:28.000","2023-04-21 05:30:46.977"
"260","2023-04-20 00:00:00.000","2023-04-19 21:02:56.000","2023-04-20 11:44:21.000","2023-04-20 21:30:37.000","2023-04-20 21:43:56.000","2023-04-21 05:30:46.977"
"129","2023-04-20 00:00:00.000","2023-04-19 21:48:07.000","2023-04-20 11:18:25.000","2023-04-20 22:24:01.000","2023-04-20 22:24:59.000","2023-04-21 05:30:46.977"
"194","2023-04-20 00:00:00.000","2023-04-19 21:40:01.000","2023-04-20 11:37:45.000","2023-04-20 21:31:13.000","2023-04-20 21:44:59.000","2023-04-21 05:30:46.977"
"323","2023-04-20 00:00:00.000","2023-04-20 08:41:11.000","2023-04-20 12:24:54.000","2023-04-20 22:17:46.000","2023-04-20 22:19:09.000","2023-04-21 05:30:46.977"
"246","2023-04-20 00:00:00.000","2023-04-19 21:25:42.000","2023-04-20 12:37:50.000","2023-04-20 21:30:28.000","2023-04-20 21:45:18.000","2023-04-21 05:30:46.977"
"334","2023-04-20 00:00:00.000","2023-04-19 21:51:07.000","2023-04-20 12:49:49.000","2023-04-20 21:48:58.000","2023-04-20 21:51:48.000","2023-04-21 05:30:46.977"
"310","2023-04-20 00:00:00.000","2023-04-19 22:22:57.000","2023-04-20 11:43:10.000","2023-04-20 22:18:30.000","2023-04-20 22:19:24.000","2023-04-21 05:30:46.977"
"4","2023-04-20 00:00:00.000","2023-04-19 21:37:51.000","2023-04-20 12:36:08.000","2023-04-20 22:01:06.000","2023-04-20 22:04:20.000","2023-04-21 05:30:46.977"
"443","2023-04-20 00:00:00.000","2023-04-19 22:11:26.000","2023-04-20 10:43:25.000","2023-04-20 22:05:42.000","2023-04-20 22:08:20.000","2023-04-21 05:30:46.977"
"135","2023-04-20 00:00:00.000","2023-04-19 21:59:33.000","2023-04-20 12:04:56.000","2023-04-20 22:02:48.000","2023-04-20 22:04:48.000","2023-04-21 05:30:46.977"
"379","2023-04-20 00:00:00.000","2023-04-19 21:29:23.000","2023-04-20 12:28:49.000","2023-04-20 22:05:40.000","2023-04-20 22:08:34.000","2023-04-21 05:30:46.977"
"236","2023-04-20 00:00:00.000","2023-04-19 22:08:29.000","2023-04-20 12:19:09.000","2023-04-20 21:49:49.000","2023-04-20 21:51:39.000","2023-04-21 05:30:46.977"
"399","2023-04-20 00:00:00.000","2023-04-19 22:00:45.000","2023-04-20 14:23:15.000","2023-04-20 22:12:25.000","2023-04-20 22:15:31.000","2023-04-21 05:30:46.977"
"219","2023-04-20 00:00:00.000","2023-04-19 21:54:44.000","2023-04-20 12:32:05.000","2023-04-20 22:26:06.000","2023-04-20 22:30:17.000","2023-04-21 05:30:46.977"
"355","2023-04-20 00:00:00.000","2023-04-19 21:35:31.000","2023-04-20 13:20:22.000","2023-04-20 21:36:17.000","2023-04-20 21:48:36.000","2023-04-21 05:30:46.977"
"189","2023-04-20 00:00:00.000","2023-04-19 21:51:08.000","2023-04-20 12:27:06.000","2023-04-20 22:28:23.000","2023-04-20 22:33:32.000","2023-04-21 05:30:46.977"
"39","2023-04-20 00:00:00.000","2023-04-19 21:36:26.000","2023-04-20 12:14:45.000","2023-04-20 22:05:30.000","2023-04-20 22:08:11.000","2023-04-21 05:30:46.977"
"230","2023-04-20 00:00:00.000","2023-04-19 21:19:22.000","2023-04-20 12:13:05.000","2023-04-20 21:33:30.000","2023-04-20 21:45:59.000","2023-04-21 05:30:46.977"
"127","2023-04-20 00:00:00.000","2023-04-19 21:40:33.000","2023-04-20 12:50:18.000","2023-04-20 21:34:56.000","2023-04-20 21:47:59.000","2023-04-21 05:30:46.977"
"383","2023-04-20 00:00:00.000","2023-04-19 22:23:16.000","2023-04-20 13:24:37.000","2023-04-20 21:50:53.000","2023-04-20 21:52:14.000","2023-04-21 05:30:46.977"
"386","2023-04-20 00:00:00.000","2023-04-19 21:34:58.000","2023-04-20 11:54:23.000","2023-04-20 21:37:38.000","2023-04-20 21:48:32.000","2023-04-21 05:30:46.977"
"405","2023-04-20 00:00:00.000","2023-04-19 21:44:07.000","2023-04-20 12:15:06.000","2023-04-20 21:34:59.000","2023-04-20 21:47:23.000","2023-04-21 05:30:46.977"
"272","2023-04-20 00:00:00.000","2023-04-19 21:58:12.000","2023-04-20 11:20:39.000","2023-04-20 22:08:58.000","2023-04-20 22:09:18.000","2023-04-21 05:30:46.977"
"81","2023-04-20 00:00:00.000","2023-04-19 21:58:04.000","2023-04-20 11:46:22.000","2023-04-20 22:00:31.000","2023-04-20 22:04:24.000","2023-04-21 05:30:46.977"
"393","2023-04-20 00:00:00.000","2023-04-19 21:33:35.000","2023-04-20 11:38:48.000","2023-04-20 21:10:43.000","2023-04-20 21:14:37.000","2023-04-21 05:30:46.977"
"107","2023-04-20 00:00:00.000","2023-04-19 21:04:59.000","2023-04-20 12:19:30.000","2023-04-20 21:41:15.000","2023-04-20 21:49:32.000","2023-04-21 05:30:46.977"
"159","2023-04-20 00:00:00.000","2023-04-19 21:49:37.000","2023-04-20 11:51:35.000","2023-04-20 21:32:48.000","2023-04-20 21:45:13.000","2023-04-21 05:30:46.977"
"96","2023-04-20 00:00:00.000","2023-04-19 22:33:55.000","2023-04-20 11:43:27.000","2023-04-20 21:54:24.000","2023-04-20 21:57:03.000","2023-04-21 05:30:46.977"
"90","2023-04-20 00:00:00.000","2023-04-19 22:09:22.000","2023-04-20 12:33:38.000","2023-04-20 21:34:19.000","2023-04-20 21:46:32.000","2023-04-21 05:30:46.977"
"431","2023-04-20 00:00:00.000","2023-04-19 21:28:34.000","2023-04-20 11:52:43.000","2023-04-20 21:25:54.000","2023-04-20 21:42:54.000","2023-04-21 05:30:46.977"
"161","2023-04-20 00:00:00.000","2023-04-19 21:46:14.000","2023-04-20 12:10:13.000","2023-04-20 21:33:45.000","2023-04-20 21:45:09.000","2023-04-21 05:30:46.977"
"115","2023-04-20 00:00:00.000","2023-04-19 21:02:16.000","2023-04-20 18:53:26.000","2023-04-20 21:08:43.000","2023-04-20 21:11:42.000","2023-04-21 05:30:46.977"
"222","2023-04-20 00:00:00.000","2023-04-19 21:29:45.000","2023-04-20 12:39:54.000","2023-04-20 21:15:17.000","2023-04-20 21:17:25.000","2023-04-21 05:30:46.977"
"434","2023-04-20 00:00:00.000","2023-04-19 21:57:48.000","2023-04-20 11:34:14.000","2023-04-20 21:25:04.000","2023-04-20 21:43:13.000","2023-04-21 05:30:46.977"
"102","2023-04-20 00:00:00.000","2023-04-19 21:53:11.000","2023-04-20 12:17:05.000","2023-04-20 21:37:04.000","2023-04-20 21:48:54.000","2023-04-21 05:30:46.977"
"201","2023-04-20 00:00:00.000","2023-04-19 21:31:28.000","2023-04-20 11:54:09.000","2023-04-20 21:41:35.000","2023-04-20 21:49:58.000","2023-04-21 05:30:46.977"
"77","2023-04-20 00:00:00.000","2023-04-19 22:04:10.000","2023-04-20 12:21:07.000","2023-04-20 22:03:36.000","2023-04-20 22:05:11.000","2023-04-21 05:30:46.977"
"296","2023-04-20 00:00:00.000","2023-04-19 22:08:40.000","2023-04-20 13:00:55.000","2023-04-20 21:34:38.000","2023-04-20 21:47:19.000","2023-04-21 05:30:46.977"
"442","2023-04-20 00:00:00.000","2023-04-19 21:20:42.000","2023-04-20 10:41:59.000","2023-04-20 21:17:59.000","2023-04-20 21:19:49.000","2023-04-21 05:30:46.977"
"62","2023-04-20 00:00:00.000","2023-04-19 22:12:31.000","2023-04-20 11:25:50.000","2023-04-20 22:07:03.000","2023-04-20 22:08:30.000","2023-04-21 05:30:46.977"
"295","2023-04-20 00:00:00.000","2023-04-19 21:38:39.000","2023-04-20 11:33:13.000","2023-04-20 21:44:10.000","2023-04-20 21:51:05.000","2023-04-21 05:30:46.977"
"168","2023-04-20 00:00:00.000","2023-04-19 21:08:05.000","2023-04-20 13:14:58.000","2023-04-20 21:59:03.000","2023-04-20 22:02:11.000","2023-04-21 05:30:46.977"
"441","2023-04-20 00:00:00.000","2023-04-19 21:35:01.000","2023-04-20 12:02:16.000","2023-04-20 21:22:47.000","2023-04-20 21:43:09.000","2023-04-21 05:30:46.977"
"322","2023-04-20 00:00:00.000","2023-04-19 21:19:47.000","2023-04-20 11:23:04.000","2023-04-20 22:16:22.000","2023-04-20 22:18:05.000","2023-04-21 05:30:46.977"
"404","2023-04-20 00:00:00.000","2023-04-19 22:02:21.000","2023-04-20 12:53:49.000","2023-04-20 21:47:33.000","2023-04-20 21:50:48.000","2023-04-21 05:30:46.977"
"95","2023-04-20 00:00:00.000","2023-04-19 21:33:36.000","2023-04-20 12:10:20.000","2023-04-20 21:17:32.000","2023-04-20 21:19:04.000","2023-04-21 05:30:46.977"
"199","2023-04-20 00:00:00.000","2023-04-19 22:12:51.000","2023-04-20 11:47:31.000","2023-04-20 21:59:20.000","2023-04-20 22:02:18.000","2023-04-21 05:30:46.977"
"346","2023-04-20 00:00:00.000","2023-04-19 21:37:11.000","2023-04-20 11:31:53.000","2023-04-20 21:28:46.000","2023-04-20 21:43:38.000","2023-04-21 05:30:46.977"
"231","2023-04-20 00:00:00.000","2023-04-19 21:05:19.000","2023-04-20 12:35:11.000","2023-04-20 21:25:11.000","2023-04-20 21:43:17.000","2023-04-21 05:30:46.977"
"354","2023-04-20 00:00:00.000","2023-04-19 21:06:33.000","2023-04-20 13:32:53.000","2023-04-20 21:06:08.000","2023-04-20 21:09:32.000","2023-04-21 05:30:46.977"
"392","2023-04-20 00:00:00.000","2023-04-19 21:27:25.000","2023-04-20 13:12:02.000","2023-04-20 22:03:40.000","2023-04-20 22:08:39.000","2023-04-21 05:30:46.977"
"461","2023-04-20 00:00:00.000","2023-04-19 21:22:57.000","2023-04-20 11:27:55.000","2023-04-20 21:58:47.000","2023-04-20 22:01:28.000","2023-04-21 05:30:46.977"
"465","2023-04-20 00:00:00.000","2023-04-19 21:32:19.000","2023-04-20 10:59:12.000","2023-04-20 21:02:26.000","2023-04-20 21:04:31.000","2023-04-21 05:30:46.977"
"175","2023-04-20 00:00:00.000","2023-04-19 21:20:55.000","2023-04-20 11:46:15.000","2023-04-20 21:38:15.000","2023-04-20 21:47:35.000","2023-04-21 05:30:46.977"
"220","2023-04-20 00:00:00.000","2023-04-19 22:11:25.000","2023-04-20 12:21:39.000","2023-04-20 22:03:40.000","2023-04-20 22:04:01.000","2023-04-21 05:30:46.977"
"398","2023-04-20 00:00:00.000","2023-04-19 21:09:14.000","2023-04-20 11:22:22.000","2023-04-20 21:17:50.000","2023-04-20 21:20:17.000","2023-04-21 05:30:46.977"
"263","2023-04-20 00:00:00.000","2023-04-19 21:36:57.000","2023-04-20 11:46:34.000","2023-04-20 21:37:03.000","2023-04-20 21:47:42.000","2023-04-21 05:30:46.977"
"455","2023-04-20 00:00:00.000","2023-04-19 21:15:11.000","2023-04-20 12:52:37.000","2023-04-20 21:04:59.000","2023-04-20 21:08:10.000","2023-04-21 05:30:46.977"
"264","2023-04-20 00:00:00.000","2023-04-19 21:25:50.000","2023-04-20 13:45:09.000","2023-04-20 21:22:45.000","2023-04-20 21:42:26.000","2023-04-21 05:30:46.977"
"193","2023-04-20 00:00:00.000","2023-04-19 21:28:58.000","2023-04-20 10:28:16.000","2023-04-20 21:52:55.000","2023-04-20 21:55:06.000","2023-04-21 05:30:46.977"
"316","2023-04-20 00:00:00.000","2023-04-19 22:03:34.000","2023-04-20 11:43:13.000","2023-04-20 22:01:50.000","2023-04-20 22:04:44.000","2023-04-21 05:30:46.977"
"432","2023-04-20 00:00:00.000","2023-04-19 21:12:56.000","2023-04-20 12:54:13.000","2023-04-20 21:13:24.000","2023-04-20 21:16:23.000","2023-04-21 05:30:46.977"
"395","2023-04-20 00:00:00.000","2023-04-19 22:40:54.000","2023-04-20 12:13:07.000","2023-04-20 22:48:16.000","2023-04-20 22:50:10.000","2023-04-21 05:30:46.977"
"471","2023-04-20 00:00:00.000","2023-04-19 21:56:55.000","2023-04-20 12:36:49.000","2023-04-20 21:36:39.000","2023-04-20 21:47:31.000","2023-04-21 05:30:46.977"
"472","2023-04-20 00:00:00.000","2023-04-19 21:56:45.000","2023-04-20 12:44:42.000","2023-04-20 21:52:28.000","2023-04-20 21:57:07.000","2023-04-21 05:30:46.977"
"473","2023-04-20 00:00:00.000","2023-04-19 22:15:43.000","2023-04-20 13:20:39.000","2023-04-20 22:21:58.000","2023-04-20 22:23:53.000","2023-04-21 05:30:46.977"
"477","2023-04-20 00:00:00.000","2023-04-19 22:00:09.000","2023-04-20 12:54:09.000","2023-04-20 21:54:13.000","2023-04-20 21:58:10.000","2023-04-21 05:30:46.977"
"479","2023-04-20 00:00:00.000","2023-04-19 21:40:49.000","2023-04-20 11:41:41.000","2023-04-20 21:22:59.000","2023-04-20 21:43:03.000","2023-04-21 05:30:46.977"
"474","2023-04-20 00:00:00.000","2023-04-19 21:59:36.000","2023-04-20 12:25:35.000","2023-04-20 21:39:09.000","2023-04-20 21:48:03.000","2023-04-21 05:30:46.977"
"482","2023-04-20 00:00:00.000","2023-04-19 21:25:28.000","2023-04-20 14:57:57.000","2023-04-20 21:47:50.000","2023-04-20 21:50:44.000","2023-04-21 05:30:46.977"
"481","2023-04-20 00:00:00.000","2023-04-19 21:30:59.000","2023-04-20 13:05:52.000","2023-04-20 21:52:00.000","2023-04-20 21:56:59.000","2023-04-21 05:30:46.977"
"483","2023-04-20 00:00:00.000","2023-04-19 22:10:40.000","2023-04-20 12:41:36.000","2023-04-20 21:49:04.000","2023-04-20 21:51:52.000","2023-04-21 05:30:46.977"
"484","2023-04-20 00:00:00.000","2023-04-19 21:26:21.000","2023-04-20 12:08:38.000","2023-04-20 22:06:20.000","2023-04-20 22:08:15.000","2023-04-21 05:30:46.977"
"486","2023-04-20 00:00:00.000","2023-04-19 21:04:17.000","2023-04-20 12:08:28.000","2023-04-20 21:06:34.000","2023-04-20 21:10:50.000","2023-04-21 05:30:46.977"
"485","2023-04-20 00:00:00.000","2023-04-19 21:10:50.000","2023-04-20 18:28:49.000","2023-04-20 21:01:09.000","2023-04-20 21:04:38.000","2023-04-21 05:30:46.977"
"108","2023-04-20 00:00:00.000","2023-04-19 22:06:45.000","2023-04-20 11:18:39.000","2023-04-20 21:54:32.000","2023-04-20 21:54:45.000","2023-04-21 05:30:46.977"
"489","2023-04-20 00:00:00.000","2023-04-19 21:29:07.000","2023-04-20 12:39:53.000","2023-04-20 21:46:50.000","2023-04-20 21:51:35.000","2023-04-21 05:30:46.977"
"257","2023-04-20 00:00:00.000","2023-04-19 21:18:19.000","2023-04-20 12:33:35.000","2023-04-20 22:28:36.000","2023-04-20 22:35:12.000","2023-04-21 05:30:46.977"
"181","2023-04-20 00:00:00.000","2023-04-19 22:39:03.000","2023-04-20 12:42:17.000","2023-04-20 21:53:40.000","2023-04-20 21:55:45.000","2023-04-21 05:30:46.977"
"498","2023-04-20 00:00:00.000","2023-04-19 21:37:12.000","2023-04-20 12:20:56.000","2023-04-20 21:25:38.000","2023-04-20 21:43:34.000","2023-04-21 05:30:46.977"
"501","2023-04-20 00:00:00.000","2023-04-19 22:19:53.000","2023-04-20 12:34:54.000","2023-04-20 22:51:25.000","2023-04-20 22:53:04.000","2023-04-21 05:30:46.977"
"497","2023-04-20 00:00:00.000","2023-04-19 22:00:11.000","2023-04-20 14:10:13.000","2023-04-20 22:34:28.000","2023-04-20 22:35:31.000","2023-04-21 05:30:46.977"
"499","2023-04-20 00:00:00.000","2023-04-19 22:19:08.000","2023-04-20 13:31:44.000","2023-04-20 22:34:58.000","2023-04-20 22:36:02.000","2023-04-21 05:30:46.977"
"500","2023-04-20 00:00:00.000","2023-04-19 22:09:19.000","2023-04-20 12:07:33.000","2023-04-20 21:35:11.000","2023-04-20 21:46:04.000","2023-04-21 05:30:46.977"
"40","2023-04-20 00:00:00.000","2023-04-19 21:46:56.000","2023-04-20 12:13:23.000","2023-04-20 21:32:27.000","2023-04-20 21:45:23.000","2023-04-21 05:30:46.977"
"503","2023-04-20 00:00:00.000","2023-04-19 21:49:26.000","2023-04-20 12:34:04.000","2023-04-20 21:42:28.000","2023-04-20 21:50:02.000","2023-04-21 05:30:46.977"
"508","2023-04-20 00:00:00.000","2023-04-19 21:01:43.000","2023-04-20 13:23:52.000","2023-04-20 21:11:34.000","2023-04-20 21:13:42.000","2023-04-21 05:30:46.977"
"511","2023-04-20 00:00:00.000","2023-04-19 21:17:12.000","2023-04-20 11:31:29.000","2023-04-20 21:51:48.000","2023-04-20 21:52:41.000","2023-04-21 05:30:46.977"
"515","2023-04-20 00:00:00.000","2023-04-19 21:51:30.000","2023-04-20 12:44:30.000","2023-04-20 22:07:42.000","2023-04-20 22:11:06.000","2023-04-21 05:30:46.977"
"192","2023-04-20 00:00:00.000","2023-04-19 22:07:02.000","2023-04-20 10:35:24.000","2023-04-20 21:39:11.000","2023-04-20 21:49:42.000","2023-04-21 05:30:46.977"
"78","2023-04-20 00:00:00.000","2023-04-19 21:58:09.000","2023-04-20 13:38:28.000","2023-04-20 22:07:48.000","2023-04-20 22:08:59.000","2023-04-21 05:30:46.977"
"509","2023-04-20 00:00:00.000","2023-04-19 21:57:14.000","2023-04-20 12:20:45.000","2023-04-20 21:57:12.000","2023-04-20 22:00:53.000","2023-04-21 05:30:46.977"
"510","2023-04-20 00:00:00.000","2023-04-19 21:51:36.000","2023-04-20 12:04:21.000","2023-04-20 21:57:12.000","2023-04-20 22:00:44.000","2023-04-21 05:30:46.977"
"517","2023-04-20 00:00:00.000","2023-04-19 22:16:51.000","2023-04-20 12:24:35.000","2023-04-20 22:29:07.000","2023-04-20 22:33:08.000","2023-04-21 05:30:46.977"
"516","2023-04-20 00:00:00.000","2023-04-19 22:21:44.000","2023-04-20 16:34:14.000","2023-04-20 21:53:41.000","2023-04-20 21:57:11.000","2023-04-21 05:30:46.977"
"315","2023-04-20 00:00:00.000","2023-04-19 21:26:04.000","2023-04-20 12:18:04.000","2023-04-20 22:18:09.000","2023-04-20 22:23:14.000","2023-04-21 05:30:46.977"
"522","2023-04-20 00:00:00.000","2023-04-19 21:50:31.000","2023-04-20 12:26:31.000","2023-04-20 21:51:05.000","2023-04-20 21:55:21.000","2023-04-21 05:30:46.977"
"521","2023-04-20 00:00:00.000","2023-04-19 21:57:58.000","2023-04-20 12:05:54.000","2023-04-20 22:04:27.000","2023-04-20 22:06:52.000","2023-04-21 05:30:46.977"
"59","2023-04-20 00:00:00.000","2023-04-19 22:08:39.000","2023-04-20 11:47:57.000","2023-04-20 21:39:17.000","2023-04-20 21:47:47.000","2023-04-21 05:30:46.977"
"99","2023-04-20 00:00:00.000","2023-04-19 22:09:35.000","2023-04-20 12:22:34.000","2023-04-20 21:53:30.000","2023-04-20 21:57:19.000","2023-04-21 05:30:46.977"
"187","2023-04-20 00:00:00.000","2023-04-19 21:18:47.000","2023-04-20 11:49:23.000","2023-04-20 21:36:20.000","2023-04-20 21:47:50.000","2023-04-21 05:30:46.977"
"545","2023-04-20 00:00:00.000","2023-04-19 21:52:54.000","2023-04-20 11:24:44.000","2023-04-20 22:28:45.000","2023-04-20 22:34:08.000","2023-04-21 05:30:46.977"
"531","2023-04-20 00:00:00.000","2023-04-19 22:13:38.000","2023-04-20 12:48:27.000","2023-04-20 21:53:26.000","2023-04-20 21:58:27.000","2023-04-21 05:30:46.977"
"548","2023-04-20 00:00:00.000","2023-04-19 21:49:12.000","2023-04-20 12:40:09.000","2023-04-20 21:53:49.000","2023-04-20 21:58:14.000","2023-04-21 05:30:46.977"
"550","2023-04-20 00:00:00.000","2023-04-19 21:39:14.000","2023-04-20 12:22:52.000","2023-04-20 22:30:46.000","2023-04-20 22:32:59.000","2023-04-21 05:30:46.977"
"552","2023-04-20 00:00:00.000","2023-04-19 21:37:04.000","2023-04-20 11:41:20.000","2023-04-20 21:35:45.000","2023-04-20 21:47:55.000","2023-04-21 05:30:46.977"
"551","2023-04-20 00:00:00.000","2023-04-19 21:46:20.000","2023-04-20 11:11:44.000","2023-04-20 22:01:49.000","2023-04-20 22:03:55.000","2023-04-21 05:30:46.977"
"555","2023-04-20 00:00:00.000","2023-04-19 21:32:49.000","2023-04-20 12:30:36.000","2023-04-20 21:47:58.000","2023-04-20 21:51:01.000","2023-04-21 05:30:46.977"
"556","2023-04-20 00:00:00.000","2023-04-19 22:54:55.000","2023-04-20 12:42:54.000","2023-04-20 22:44:40.000","2023-04-20 22:47:11.000","2023-04-21 05:30:46.977"
"557","2023-04-20 00:00:00.000","2023-04-19 21:17:27.000","2023-04-20 13:33:23.000","2023-04-20 21:16:10.000","2023-04-20 21:17:20.000","2023-04-21 05:30:46.977"
"549","2023-04-20 00:00:00.000","2023-04-19 22:04:26.000","2023-04-20 12:26:23.000","2023-04-20 21:45:12.000","2023-04-20 21:50:56.000","2023-04-21 05:30:46.977"
"558","2023-04-20 00:00:00.000","2023-04-19 21:45:10.000","2023-04-20 12:57:39.000","2023-04-20 21:39:29.000","2023-04-20 21:49:23.000","2023-04-21 05:30:46.977"
"544","2023-04-20 00:00:00.000","2023-04-19 22:18:09.000","2023-04-20 13:30:44.000","2023-04-20 21:54:32.000","2023-04-20 22:02:00.000","2023-04-21 05:30:46.977"
"35","2023-04-20 00:00:00.000","2023-04-19 22:25:50.000","2023-04-20 12:07:27.000","2023-04-20 22:07:00.000","2023-04-20 22:09:58.000","2023-04-21 05:30:46.977"
"568","2023-04-20 00:00:00.000","2023-04-19 21:57:19.000","2023-04-20 12:58:40.000","2023-04-20 21:32:12.000","2023-04-20 21:45:03.000","2023-04-21 05:30:46.977"
"569","2023-04-20 00:00:00.000","2023-04-19 21:51:50.000","2023-04-20 13:10:53.000","2023-04-20 21:50:06.000","2023-04-20 21:52:04.000","2023-04-21 05:30:46.977"
"567","2023-04-20 00:00:00.000","2023-04-19 21:36:46.000","2023-04-20 12:51:42.000","2023-04-20 21:47:24.000","2023-04-20 21:50:40.000","2023-04-21 05:30:46.977"
"571","2023-04-20 00:00:00.000","2023-04-19 21:49:39.000","2023-04-20 11:38:12.000","2023-04-20 21:06:52.000","2023-04-20 21:10:31.000","2023-04-21 05:30:46.977"
"572","2023-04-20 00:00:00.000","2023-04-19 22:25:28.000","2023-04-20 12:12:55.000","2023-04-20 22:45:42.000","2023-04-20 22:47:07.000","2023-04-21 05:30:46.977"
"573","2023-04-20 00:00:00.000","2023-04-19 22:46:40.000","2023-04-20 00:14:34.000","2023-04-20 22:55:10.000","2023-04-20 23:03:25.000","2023-04-21 05:30:46.977"
"573","2023-04-20 00:00:00.000","2023-04-20 22:55:12.000","1899-12-30 00:00:00.000","1899-12-30 00:00:00.000","1899-12-30 00:00:00.000","2023-04-21 05:30:46.977"
"89","2023-04-20 00:00:00.000","2023-04-19 21:03:53.000","2023-04-20 12:07:08.000","2023-04-20 21:51:04.000","2023-04-20 21:54:04.000","2023-04-21 05:30:46.977"
"357","2023-04-20 00:00:00.000","2023-04-19 21:52:03.000","2023-04-20 11:43:14.000","2023-04-20 22:03:06.000","2023-04-20 22:03:41.000","2023-04-21 05:30:46.977"
"574","2023-04-20 00:00:00.000","2023-04-19 22:14:44.000","2023-04-20 11:41:24.000","2023-04-20 21:40:58.000","2023-04-20 21:49:13.000","2023-04-21 05:30:46.977"
"578","2023-04-20 00:00:00.000","2023-04-19 22:26:42.000","2023-04-20 13:03:18.000","2023-04-20 22:07:38.000","2023-04-20 22:09:37.000","2023-04-21 05:30:46.977"
"577","2023-04-20 00:00:00.000","2023-04-19 21:40:44.000","2023-04-20 12:57:28.000","2023-04-20 21:34:50.000","2023-04-20 21:46:20.000","2023-04-21 05:30:46.977"
"576","2023-04-20 00:00:00.000","2023-04-19 21:02:50.000","2023-04-20 20:32:10.000","2023-04-20 23:53:07.000","2023-04-20 23:56:56.000","2023-04-21 05:30:46.977"
"580","2023-04-20 00:00:00.000","2023-04-19 22:59:41.000","2023-04-20 11:49:56.000","2023-04-20 22:12:44.000","2023-04-20 22:17:37.000","2023-04-21 05:30:46.977"
"579","2023-04-20 00:00:00.000","2023-04-19 21:21:09.000","2023-04-20 12:29:46.000","2023-04-20 21:36:03.000","2023-04-20 21:46:11.000","2023-04-21 05:30:46.977"
"582","2023-04-20 00:00:00.000","2023-04-19 22:29:14.000","2023-04-20 15:23:28.000","2023-04-20 22:22:39.000","2023-04-20 22:24:41.000","2023-04-21 05:30:46.977"
"586","2023-04-20 00:00:00.000","2023-04-19 21:46:53.000","2023-04-20 11:49:43.000","2023-04-20 22:07:34.000","2023-04-20 22:10:31.000","2023-04-21 05:30:46.977"
"45","2023-04-20 00:00:00.000","2023-04-19 21:49:47.000","2023-04-20 13:02:01.000","2023-04-20 21:42:48.000","2023-04-20 21:50:11.000","2023-04-21 05:30:46.977"
"591","2023-04-20 00:00:00.000","2023-04-19 21:51:24.000","2023-04-20 13:28:31.000","2023-04-20 22:03:16.000","2023-04-20 22:05:54.000","2023-04-21 05:30:46.977"
"594","2023-04-20 00:00:00.000","2023-04-19 23:21:26.000","2023-04-20 12:06:32.000","2023-04-20 23:02:10.000","2023-04-20 23:05:22.000","2023-04-21 05:30:46.977"
"596","2023-04-20 00:00:00.000","2023-04-19 22:10:52.000","2023-04-20 10:35:49.000","2023-04-20 21:32:11.000","2023-04-20 21:46:24.000","2023-04-21 05:30:46.977"
"606","2023-04-20 00:00:00.000","2023-04-19 22:38:33.000","2023-04-20 12:44:39.000","2023-04-20 23:09:34.000","2023-04-20 23:13:12.000","2023-04-21 05:30:46.977"
"605","2023-04-20 00:00:00.000","2023-04-19 21:51:52.000","2023-04-20 12:51:20.000","2023-04-20 21:22:35.000","2023-04-20 21:42:41.000","2023-04-21 05:30:46.977"
"604","2023-04-20 00:00:00.000","2023-04-19 22:01:45.000","2023-04-20 12:04:17.000","2023-04-20 22:03:47.000","2023-04-20 22:04:33.000","2023-04-21 05:30:46.977"
"600","2023-04-20 00:00:00.000","2023-04-19 22:57:30.000","2023-04-20 13:10:18.000","2023-04-20 21:41:00.000","2023-04-20 21:48:40.000","2023-04-21 05:30:46.977"
